vanillia => vanília
vaníllia => vanília
varlyu => varju
varlyú => varjú
vegefele => vege fele
végefelé => vége felé
vegetert => veget ert
végetért => véget ért
vegsofokon => vegso fokon
vegsosoron => vegso soron
végsőfokon => végső fokon
végsősoron => végső soron
vegulis => vegul is
végülis => végül is
ventillator => ventilator
ventillátor => ventilátor
verszerinti => ver szerinti
vérszerinti => vér szerinti
veszejes => veszelyes
veszéjes => veszélyes
videókártya => videokártya
videoklipp => videoklip
videóklipp => videoklip
Vietnám => Vietnam
villamosenergia => villamos energia
villyog => vijjog
viziló => víziló
zaly => zaj
zartsoru => zart soru
zártsorú => zárt sorú
zsamoj => zsamoly
zsámoj => zsámoly
zsivaly => zsivaj
zsoje => zsollye
zsojje => zsollye
zsolye => zsollye
zsője => zsöllye
zsöjje => zsöllye
zsölye => zsöllye
zsőlye => zsöllye
zsüri => zsűri
